0.0048062969,-0.2151414603,0.6794666886,0.0646912679,-0.0311147776,0.9255538583,-0.3717485666,-0.1242236793,0.0093771331,-0.1444528103,0.2602152526,0.1073633879,-0.0013947440,0.1634222567,0.0517715029,-0.0854886472,0.0920462683,0.0564048178,0.0003863255,-0.0786675215,0.0219049957,0.1070296764,0.5552091002,0.2700902522,-0.0047030444,-0.2080786675,-0.0286897216,0.6681711674,-0.2579691112,-0.0113549894
0.0146750910,-0.2118965834,0.6790788412,0.0678271428,-0.0331254378,0.9250085950,-0.3723725379,-0.1289698035,0.0143597629,-0.1444336623,0.2552873790,0.1076180637,-0.0014662831,0.1615245789,0.0545357428,-0.0867934600,0.0895675346,0.0574275739,0.0004286449,-0.0517131276,0.0054761483,0.0996114761,0.5466904044,0.2716003060,-0.0056705074,-0.2005109191,-0.0202486683,0.6872336268,-0.2530992925,-0.0106305387
0.0012373236,-0.2026400864,0.6802988887,0.0610973351,-0.0248717796,0.9255329967,-0.3728769720,-0.1410190165,0.0069208662,-0.1443766207,0.2668600380,0.1098939702,-0.0016110777,0.1571638733,0.0500770509,-0.0872284472,0.0903152525,0.0584127344,0.0002677439,-0.0525851287,0.0152931102,0.0994595662,0.5413962603,0.2817682624,-0.0050445409,-0.1769172102,-0.0282848664,0.7030918598,-0.2467514575,-0.0101863975
-0.0212037247,-0.2052676082,0.6818506956,0.0479456075,-0.0221539773,0.9289200306,-0.3664941490,-0.1474932432,0.0039932742,-0.1462340802,0.2748956084,0.1119515672,-0.0016272354,0.1511847973,0.0498446412,-0.0862556919,0.0930394232,0.0589797534,0.0001197236,-0.0596799292,0.0292282216,0.0973910317,0.5403720140,0.2984738946,-0.0038926830,-0.1855295151,-0.0207101982,0.7294111252,-0.2467633933,-0.0103482772
-0.0273311939,-0.2020774186,0.6833367586,0.0434423946,-0.0211672299,0.9345402122,-0.3525610268,-0.1531315297,0.0076439809,-0.1482964158,0.2809917033,0.1145843118,-0.0016503200,0.1413807869,0.0503337085,-0.0865084678,0.0950769484,0.0601508804,0.0001844473,-0.0795225948,0.0237067267,0.0925994515,0.5340328813,0.3178732395,-0.0027005372,-0.1924075633,-0.0161753912,0.7453413606,-0.2438919246,-0.0108492561
-0.0279986057,-0.2120760679,0.6859331965,0.0382513404,-0.0288143996,0.9409905672,-0.3350273073,-0.1555083245,0.0140533522,-0.1488922387,0.2829368711,0.1172583476,-0.0015491212,0.1259577721,0.0509774499,-0.0836073384,0.0980826989,0.0632006153,0.0005198093,-0.1208344400,0.0005852865,0.1054890379,0.5264972448,0.3269761503,-0.0013735890,-0.2241340578,-0.0273843650,0.7401930094,-0.2490962744,-0.0118493168
-0.0313321613,-0.2106103748,0.6884032726,0.0373668894,-0.0282544047,0.9470838308,-0.3175494373,-0.1485187858,0.0206335969,-0.1485667974,0.2869577408,0.1207188591,-0.0014709195,0.1151991636,0.0498903021,-0.0810095444,0.1063598394,0.0677914545,0.0007519349,-0.1640070379,-0.0354116894,0.1346273273,0.5220320821,0.3297844529,-0.0004021638,-0.2626388371,-0.0661683157,0.7085387111,-0.2617230415,-0.0129461149
-0.0211670045,-0.2204206884,0.6904103994,0.0350312777,-0.0354346484,0.9502567053,-0.3074562848,-0.1523714066,0.0225354303,-0.1438836455,0.2848403454,0.1238177568,-0.0013645887,0.0934914425,0.0447303951,-0.0752297342,0.1127346605,0.0732365921,0.0011508333,-0.2018348873,-0.0672132596,0.1741400063,0.5209075809,0.3263073564,-0.0007631428,-0.3131831884,-0.1234372854,0.6586315036,-0.2835270762,-0.0129592875
-0.0392979942,-0.2185197771,0.6923442125,0.0253013968,-0.0371235758,0.9578745961,-0.2836510539,-0.1564648896,0.0326315612,-0.1454975456,0.2859473825,0.1265960783,-0.0012855117,0.0781639293,0.0526924655,-0.0724085718,0.1223677099,0.0786432922,0.0011208705,-0.2235839069,-0.0941138715,0.2238580436,0.5277611017,0.3129811585,-0.0001613568,-0.4079056382,-0.1676226705,0.6208072305,-0.3050118387,-0.0157357324
-0.0410852544,-0.2203036845,0.6943118811,0.0255580824,-0.0384810790,0.9604148865,-0.2747167349,-0.1411364079,0.0439046733,-0.1423619390,0.2875801325,0.1291153878,-0.0011094701,0.0633855015,0.0543241203,-0.0673205554,0.1360096186,0.0845552385,0.0013702230,-0.2822664678,-0.1509652436,0.2914357781,0.5282215476,0.2872006297,-0.0006985589,-0.4859412313,-0.2998208106,0.5414447784,-0.3217775226,-0.0139395734
-0.0447992198,-0.2164689749,0.6960151434,0.0238216352,-0.0413435847,0.9646011591,-0.2593605518,-0.1409945488,0.0589855351,-0.1407661736,0.2834199071,0.1303754896,-0.0010882256,0.0539875142,0.0646103248,-0.0641292110,0.1450565606,0.0904396847,0.0013570663,-0.2921085954,-0.1642860025,0.3421574831,0.5226181149,0.2780522704,-0.0009631160,-0.5717173219,-0.4246305525,0.4664399922,-0.3318086267,-0.0129720895
-0.0666077510,-0.2283781916,0.6977435589,0.0057901684,-0.0485464223,0.9683291912,-0.2448433787,-0.1429365277,0.0677412450,-0.1383241713,0.2762708068,0.1314384937,-0.0009790196,0.0299595557,0.0713889450,-0.0574117303,0.1513064951,0.0961698368,0.0014392170,-0.3327215910,-0.1971683651,0.3919416964,0.5082763433,0.2603928149,-0.0002440403,-0.6455590725,-0.5311377645,0.4089174569,-0.3237898648,-0.0129910400
-0.0545019209,-0.2259155214,0.6964783311,0.0155347353,-0.0376970507,0.9725081921,-0.2292714715,-0.1217308193,0.0504653864,-0.1237188727,0.2716104984,0.1348212510,-0.0009743611,0.0309370477,0.0489374809,-0.0460601747,0.1652694792,0.1021628678,0.0014898226,-0.3470502794,-0.2321331352,0.4662004113,0.4968889058,0.2432738245,-0.0024372314,-0.6906090379,-0.6382663846,0.3528043628,-0.3043569028,-0.0099504627
-0.0522249900,-0.2298127562,0.6957791686,0.0100082625,-0.0344712771,0.9763545394,-0.2131747007,-0.1184263751,0.0352506451,-0.1116726622,0.2582262158,0.1388071924,-0.0008684031,0.0108070103,0.0324699543,-0.0342159905,0.1728966981,0.1071083546,0.0016421197,-0.3620977700,-0.2877066135,0.5317485332,0.4732752442,0.2221312374,-0.0031481849,-0.7188631296,-0.7115077376,0.3139991462,-0.2734846175,-0.0087951068
